id,clean_message,majority_vote,relevant_pieces
12205118_gab,there no way this actually happened if he did get raped it was probably by some african or arab for sexual emergency reasons and then he made up the story of a badgoy nazi doing it,hate speech,raped it was probably by some african or arab badgoy nazi
21687282_gab,this bitch is so retarded hate speech isn t real cunt,hate speech,bitch retarded
3172603_gab,belfast connections tell me gillian anderson was a total bitch filming the fall,hate speech,bitch
14560857_gab,naw it probably nigger obama fault shift the blame ok i blame the jews whatever please quit the bitch fit with azz it clogging up my gab feed and it retarded thanks,normal,nigger
26070980_gab,you have not a clue what your talking about neo your obviously a retarded neo con,hate speech,retarded
27839610_gab,yes faggot cuz this is literally  year and nine months old of an issue that at best amounts to a fuck fuck semantic gotcha being retarded is pretty dumb,hate speech,faggot fuck fuck retarded
3676602_gab,trump silence on the blmkidnapping upsets me obama is expected but not trump i thought he was for all americans or like our gov and msm everyone except white and disabled americans,hate speech,
1159725576116195329_twitter,bitches outside they some sad ass bitches,hate speech,bitches bitches
15983886_gab,you idiots are targets because you allow retarded liberals to flood your city with muslims who have no business being in the usa in the first place,normal,retarded muslims
1178171287786549248_twitter,someone said dykes be running mcdonald like it the navy lmfao,hate speech,dykes
13470886_gab,this dipshit libtard let us his muzzie gf tell him what to do america was good to you you dumbfuck,normal,muzzie
1247001727473086465_twitter,quarantime got them muslimah feelin hawrny daia,hate speech,muslimah
17400332_gab,brittania brittania  hours ago khan has no ideas muslims with low iqs only know how to quote out of their war manual he should never have been elected a muslim can never represent all other ethnics apart from their own inbred people,normal,muslims with low iqs war manual inbred people
24120677_gab,the russians buying that and purging all the blue haired dykes was glorious that may well be the genesis of the russian bot narrative,normal,dykes
1178782596064407552_twitter,ching chong vibration,normal,ching chong
9056566_gab,europeans are givin it away the hajis are there to stay the euro thot opens her twat for any shitskin that ain t gay,normal,shitskin
1178145888922939393_twitter,some of you niggas be lookin like dykes i follow back like a fool stop setting me up,hate speech,dykes
12706982_gab,now do one of vox as a moslem woman getting stoned to death,hate speech,moslem
17028194_gab,you first kike commie,normal,kike
1216273333626400769_twitter,unless if someone has a ghetto attitude,hate speech,ghetto
22741145_gab,gb turned into an faggoty and muzzie orwellian shithole on lizzie watch f all these so called nobles they should be dangling from lampposts,normal,faggoty muzzie
26596423_gab,i noticed some people talking about valerie jarret being white fact most arabs are caucasian also the name iran means land of aryans fact check me eta it still does not detract from the fact that she a muslim cunt from the planet of the apes,hate speech,arabs are caucasian muslim cunt
1178929248402173952_twitter,i hate faggots,normal,faggots
4582105_gab,i just want to live for the day when i can see a white man holding up a protest sign in anyone of the countries this nimrod professes to defend leftards are retards maga mcga,hate speech,leftards retards
26587957_gab,uploaded a video the ghetto have invaded from chicago and cali it seems vegas is becoming more of a cesspool,hate speech,ghetto have invaded from chicago and cali
1160367824730316800_twitter,cant argue with the fucking retarded,hate speech,fucking retarded
19928287_gab,remember christ tried to save the jews and the bastards killed him because he challenged their corrupt authority over what was supposed to be god people god foresaked the jews via christ even god is sick and tired of jews,normal,jews jews god
1201151324219494401_twitter,😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 i hate you,hate speech,i hate you
1093442415396941824_twitter,send an old chinaman to   to beat up the old chinese bastard,normal,chinese bastard
27269563_gab,if we ever get our shit together in the south this should and must be the main priority because without the jew the nigger has no leader,normal,nigger
6682084_gab,were i a women they d have to drag my ass out move the fucking rag head better yet do not allow them on airplanes,normal,move the fucking rag head do not allow them on airplanes
22171811_gab,he dindu nuffin  ‍ might have been right in that you guys are the niggers of white nationalism,normal,niggers
27552650_gab,dude financing and literally taking all their gold teeth and confiscating all their bank funds is not the same thing ok how about you research jews scheming for  fucking years kicked out of  countries  times for being around the corner yeah,normal,jews
22595169_gab,i am sure evergreen will take him if the massive nigger tranny chimpout that erupted on their campus last year is any indication,normal,nigger
11841833_gab,by golly nan and i thought i was bad we should never work together as a team muslims men will be pancakes down below the good thing that will come from it is muslims will never look at women the same way again 😉 😉 😂 😂 😂,hate speech,pancakes down below
20606774_gab,hey you all ever think about those negro boys up in the north and think of how rich they are ever think about lynching them then buy my new lynch that as dirty as those jew loving nigger boys maga daca iasip pandr assduo asduo assdup asdoijasodij asdoihoiashdoih aosihdoaishd oiahosidhaoishd joaisdaoishd,normal,nigger
1205626713692131334_twitter,well that retarded,hate speech,retarded
10716221_gab,the way he sees it is that whites are evil he is at war with whites sall good he rich now nigger rich,normal,nigger
27132725_gab,kate spade has connection to clinton foundation and her gay husband likes paintings by the creepy pizzagate painter looks like their daughter in the painting why is her pinkie finger macabrely broken,hate speech,gay husband
